year,make,brand,body,transmission,state,qty sold,mileage,outer color,interior color,seller,costprice,sellingprice,salemonth
2002,Toyota,Camry,Sedan,automatic,fl,31,155685,green,gray,autonation acura sanford,3200,2900,Feb
2002,Toyota,Camry,Sedan,automatic,fl,22,56129,black,gray,dyer chevrolet,5475,4600,Feb
2001,BMW,5 Series,Sedan,automatic,ca,29,85958,black,black,j star fiat & maserati of anaheim hills,3850,4400,Feb
2001,Lexus,ES 300,Sedan,automatic,pa,19,128067,gray,gray,smith haven chrysler jeep dodge,2900,2300,Feb
2001,Toyota,Corolla,Sedan,automatic,pa,2,176334,red,black,spitzer toyota scion,1525,1050,Feb
2001,Toyota,Camry,Sedan,automatic,fl,35,155271,blue,blue,autonation acura sanford,2500,2600,Feb
2000,Lexus,RX 300,SUV,automatic,nj,28,106226,gray,beige,dch wappingers falls toyota auto group,4100,3900,Feb
2000,Toyota,Avalon,Sedan,automatic,ca,23,286151,black,beige,newport lexus,1325,1500,Feb
2002,BMW,5 Series,Sedan,automatic,va,47,118123,blue,gray,ourismans rockmont chevrolet,3750,4500,Feb
2002,BMW,3 Series,Sedan,automatic,ca,41,59802,white,tan,century dealer services corp,4825,6600,Feb
2002,Land Rover,Range Rover,SUV,automatic,pa,35,134397,white,black,wayne auto sales inc,2475,2600,Feb
2002,Lexus,ES 300,Sedan,automatic,ca,24,186926,green,beige,weir canyon honda,3575,3000,Feb
2002,Lexus,ES 300,Sedan,automatic,ca,44,114752,beige,beige,newport lexus,5175,6300,Feb
2002,Lexus,LS 430,Sedan,automatic,ca,36,112612,white,beige,stg auto group,7225,7900,Feb
2002,Lexus,LX 470,SUV,automatic,fl,23,189085,black,beige,auto sails inc,9050,8300,Jun
2002,Toyota,Camry,Sedan,automatic,ca,27,150999,red,gray,onemain rem/hawthorne motors pre-owned,3200,2400,Feb
2002,Toyota,Avalon,Sedan,automatic,ga,19,224624,green,beige,five star nissan of albany,2325,1800,Feb
2002,Toyota,Camry,Sedan,automatic,wa,24,133197,gray,gray,robert larson's hyundai,3375,4700,Feb
2002,Toyota,Camry,Sedan,automatic,ca,24,119105,green,beige,j m auto imports corp,3500,2500,Feb
2002,Toyota,Camry,Sedan,automatic,mi,27,149541,silver,gray,ocean honda,3200,2900,Feb
2002,Toyota,Corolla,Sedan,manual,ca,22,222934,black,gray,magnussens lexus of fremont,1000,1900,Mar
2002,Toyota,Camry,Sedan,automatic,va,32,186140,silver,black,hendrick honda woodbridge,2875,2750,Feb
2002,Toyota,Camry,Sedan,automatic,fl,2,207381,white,gray,coggin nissan at the avenues,2675,2800,Feb
2001,BMW,5 Series,Sedan,automatic,az,3,132231,blue,tan,chapman corporate wholesale,2225,3800,Feb
2001,BMW,3 Series,Convertible,automatic,ga,26,71495,gray,gray,dallas chry dodge jeep,5600,4200,Feb
2001,BMW,7 Series,Sedan,automatic,va,22,163608,black,gray,don beyer volvo subaru kia of alexandria,1950,2700,Feb
2001,BMW,3 Series,Sedan,automatic,tx,25,205160,silver,black,bmw of arlington,1525,2300,Feb
2001,BMW,3 Series,Coupe,automatic,ca,19,83251,silver,black,east bay bmw,3925,5000,Feb
2001,BMW,X5,SUV,automatic,tn,23,189761,gold,beige,tdaf remarketing,2975,2700,Feb
2001,Lexus,GS 300,Sedan,automatic,ca,28,86224,gray,black,century dealer services corp,4975,6250,Feb
2001,Lexus,LS 430,Sedan,automatic,ca,2,114468,silver,beige,pacific porsche,6350,6300,Feb
2001,Land Rover,Discovery Series II,SUV,automatic,wa,19,134332,gold,beige,robert larson's hyundai,1650,1400,Feb
2001,Lexus,LS 430,Sedan,automatic,tx,18,155327,black,tan,quality acceptance,5750,3900,Feb
2001,Toyota,Corolla,Sedan,automatic,nv,2,164089,white,gray,global finance group,1500,1550,Feb
2001,Toyota,Highlander,SUV,automatic,fl,19,164388,gray,beige,courtesy palm harbor honda,4600,3200,Feb
2001,Toyota,Corolla,Sedan,automatic,nv,2,167441,white,â€”,tiger financial management llc,1450,1500,Feb
2001,Toyota,Corolla,Sedan,automatic,pa,23,170375,gray,gray,triple s auto outlet,1375,1650,Feb
2001,Toyota,Avalon,Sedan,automatic,pa,19,145932,silver,gray,spitzer toyota scion,2800,3600,Feb
2000,BMW,3 Series,Sedan,automatic,fl,19,91404,silver,gray,bright star credit union,2400,2400,Feb
2000,Lexus,RX 300,SUV,automatic,ga,26,167111,silver,gray,nalley acura,3500,4000,Mar
2000,Lexus,RX 300,SUV,automatic,wa,25,175639,silver,gray,milam mazda,3325,2900,Feb
2000,Lexus,RX 300,SUV,automatic,ca,34,101902,white,tan,newport lexus,4225,6500,Feb
2000,Lexus,RX 300,SUV,automatic,ca,31,110094,white,beige,honda of el cerrito,4125,6000,Feb
2000,Toyota,4Runner,SUV,automatic,nj,19,157726,black,beige,all american ford/subaru,3500,2500,Mar
2000,Toyota,Avalon,Sedan,automatic,tx,29,159201,silver,gray,credit acceptance corp/vrs/southfield,2450,2800,Feb
2000,Toyota,Celica,Hatchback,manual,fl,19,187298,silver,gray,courtesy palm harbor honda,1750,2000,Feb
2000,Toyota,Celica,Hatchback,automatic,ca,19,93296,red,gray,hertz remarketing,2775,3600,Feb
2000,Toyota,4Runner,SUV,automatic,fl,24,214605,black,beige,courtesy palm harbor honda,2075,2500,Feb
2002,BMW,7 Series,Sedan,automatic,va,19,184273,silver,black,gm financial,2850,3000,Mar
2002,Toyota,Prius,Sedan,automatic,ma,2,129449,silver,gray,first hyundai,2075,1100,Mar
2002,Toyota,Prius,Sedan,automatic,ca,25,134112,blue,gray,automart auctions,2100,1000,Mar
2001,BMW,X5,SUV,automatic,nv,29,101967,silver,gray,viva las vegas autos inc,4950,4500,Feb
2001,BMW,X5,SUV,automatic,ga,19,116035,black,tan,tdaf remarketing,4475,2700,Feb
2001,BMW,3 Series,Sedan,automatic,pa,22,132228,silver,black,r hollenshead auto sales inc,2900,3200,Feb
2001,Toyota,Camry Solara,Coupe,automatic,pa,28,101345,black,beige,champion mazda,3400,3900,Feb
2000,Toyota,Avalon,Sedan,automatic,va,27,258283,blue,beige,toyota of waldorf,1675,1050,Feb
2000,Toyota,Tundra,Extended Cab,automatic,ca,19,283429,silver,gray,valley kia,2675,2850,Mar
2000,Toyota,Camry,Sedan,manual,nv,2,237363,silver,â€”,titlemax/las vegas nv33,1550,1450,Feb
2002,BMW,3 Series,Coupe,automatic,fl,42,86194,green,tan,lauderdale bmw of fort lauderdale,4025,5600,Feb
2002,Toyota,Camry,Sedan,manual,ma,23,138927,silver,gray,boch honda west,3300,2200,Feb
2002,Toyota,Camry,Sedan,automatic,md,37,222205,green,gray,jim coleman toyota inc,2625,2500,Mar
2002,Toyota,Corolla,Sedan,automatic,md,19,192862,red,gray,darcars toyota,1300,1600,Mar
2002,Toyota,Camry,Sedan,automatic,md,19,43430,red,gray,jim coleman toyota inc,5575,4900,Mar
2002,Toyota,Avalon,Sedan,automatic,nc,24,305833,white,tan,auction direct usa raleigh llc,1150,3100,Mar
2002,Toyota,Highlander,SUV,automatic,pa,25,78795,black,beige,jim coleman toyota inc,5250,5900,Feb
2001,Lexus,GS 300,Sedan,automatic,nj,19,219020,gold,beige,lester glenn buick,1750,2600,Mar
2001,Toyota,4Runner,SUV,automatic,md,31,345834,silver,tan,lexus of silver spring,2100,3200,Mar
2000,BMW,3 Series,Coupe,automatic,fl,19,113016,black,tan,lauderdale bmw of fort lauderdale,2825,2400,Feb
2000,Lexus,RX 300,SUV,automatic,md,25,241774,â€”,gray,lexus of silver spring,2875,3800,Mar
2000,Toyota,Camry,Sedan,automatic,md,19,156110,green,beige,darcars of fairfax,2725,2400,Mar
2000,Toyota,Camry,Sedan,automatic,pa,1,113769,beige,beige,purple heart,2500,2600,Mar
2002,BMW,7 Series,Sedan,automatic,ca,28,190127,black,gray,onemain rem/alliance motor cars,2750,2900,Mar
2002,Lexus,RX 300,SUV,automatic,tx,33,179787,silver,black,texas direct auto,4975,4300,Mar
2002,Toyota,Camry,Sedan,automatic,ga,27,208093,silver,â€”,nalley bmw,2625,3300,Mar
2002,Toyota,Highlander,SUV,automatic,ca,27,201227,black,beige,care fox autowhole sale,4300,3800,Feb
2002,Toyota,Sienna,Minivan,automatic,nj,19,177803,brown,tan,burns kull inc,2450,3200,Mar
2002,Toyota,Tacoma,Regular Cab,automatic,pa,28,240951,red,gray,peruzzi nissan,2950,2100,Mar
2001,BMW,3 Series,Sedan,manual,ca,35,179050,black,black,pass auto center,2025,2800,Mar
2001,BMW,X5,SUV,automatic,nj,19,263323,silver,gray,all american ford inc,1875,2500,Mar
2001,Toyota,Highlander,SUV,automatic,tn,28,181398,gold,beige,wells auto group,4725,6300,Mar
2001,Lexus,LX 470,SUV,automatic,nc,22,206705,black,tan,atlantic coast remarketing inc/rcllc,8550,7000,Mar
2001,Toyota,Camry Solara,Coupe,automatic,ca,19,347824,blue,gray,onemain rem/alliance motor cars,925,700,Mar
2000,BMW,3 Series,Sedan,automatic,ca,28,130288,white,beige,anytime auto group,2100,2300,Mar
2000,Lexus,RX 300,SUV,automatic,fl,35,175355,white,tan,ferco motors corp,3550,3500,Mar
2000,Land Rover,Discovery Series II,SUV,automatic,tx,35,121214,green,brown,the hertz corporation,1850,5200,Mar
2000,Toyota,Avalon,Sedan,automatic,md,27,135830,blue,beige,abc autos inc,2675,3100,Mar
2000,Toyota,Camry,Sedan,automatic,ca,23,221375,red,beige,skyhigh remarketing inc,1675,1300,Feb
2002,BMW,3 Series,Convertible,automatic,fl,21,50917,blue,gray,autonation toyota fort myers,7175,7200,Mar
2002,Toyota,Highlander,SUV,automatic,ma,27,152363,silver,gray,boch new to you superstore,4725,4300,Mar
2001,BMW,3 Series,Convertible,automatic,nj,25,84199,black,beige,bmw of freehold,5400,4000,Mar
2001,BMW,3 Series,Sedan,automatic,fl,23,243948,silver,gray,autonation toyota scion weston,925,700,Mar
2002,Toyota,Camry,Sedan,manual,ma,19,123517,white,gray,lexus of watertown,3350,1600,Mar
2002,Toyota,Camry,Sedan,automatic,ca,19,180675,red,gray,luxano motors,2850,2400,Mar
2001,Toyota,Highlander,SUV,automatic,ma,19,72992,silver,tan,lexus of watertown,5200,6400,Mar
2001,Toyota,Sequoia,SUV,automatic,ma,27,212960,black,gray,lexus of watertown,3475,3500,Mar
2001,Toyota,Corolla,Sedan,automatic,md,38,165178,gray,beige,autonation chevrolet timonium,1550,1250,Mar
2001,Toyota,Corolla,Sedan,automatic,md,19,143613,blue,gray,darcars sales and leasing,1600,300,Mar
2000,Lexus,RX 300,SUV,automatic,ma,19,206611,black,gray,lexus of watertown,3300,2900,Mar
2000,Toyota,Camry,Sedan,automatic,ma,21,122956,beige,tan,lexus of watertown,2575,2000,Mar
2002,BMW,5 Series,Sedan,automatic,ca,29,127861,silver,black,bmw of murrieta,3525,3500,Mar
2002,BMW,3 Series,Coupe,automatic,md,35,126562,red,beige,bmw of fairfax,3525,3600,Mar
2002,BMW,3 Series,Sedan,manual,nc,19,250703,silver,black,hendrick honda,1050,2000,Mar
2002,Lexus,RX 300,SUV,automatic,md,25,115143,silver,tan,lexus of rockville,5850,4600,Mar
2002,Lexus,SC 430,Convertible,automatic,tx,38,100384,black,tan,tdaf remarketing,11350,10250,Mar
2002,Lexus,LX 470,SUV,automatic,ga,35,186244,white,tan,nalley toyota of roswell,10100,10400,Mar
2002,Lexus,ES 300,Sedan,automatic,sc,29,88188,black,black,rick hendrick dodge chrysler jeep ram,5700,7300,Mar
2002,Lexus,IS 300,Sedan,manual,mi,44,102275,red,black,erhard bmw of farmington hills,5325,7700,Mar
2002,Lexus,ES 300,Sedan,automatic,nc,29,165904,white,beige,triangle auto sales inc,3925,6300,Mar
2002,Lexus,ES 300,Sedan,automatic,fl,19,173750,gold,tan,lexus of clearwater,3750,3400,Mar
2002,Toyota,Corolla,Sedan,automatic,ca,2,119209,beige,beige,800 loan mart,1875,2200,Mar
2002,Toyota,Camry,Sedan,automatic,md,19,193213,blue,â€”,darcars dodge of new carrollton,2875,1700,Mar
2002,Toyota,Camry,Sedan,automatic,ca,19,171478,silver,gray,credit acceptance corp/vrs/southfield,2950,2300,Mar
2002,Toyota,Highlander,SUV,automatic,fl,31,136938,blue,tan,lexus of clearwater,6075,5000,Mar
2002,Toyota,Sienna,Minivan,automatic,fl,19,138749,silver,gray,autonation toyota fort myers,2850,2600,Mar
2002,Toyota,Highlander,SUV,automatic,pa,23,180007,black,tan,bergeys chrysler jeep dodge,4500,4100,Mar
2002,Toyota,Camry,Sedan,automatic,tn,2,156652,gold,beige,wright-patt credit union,3075,4100,Mar
2002,Toyota,ECHO,Sedan,automatic,ca,27,82176,black,gray,california auto exchange,3200,2750,Mar
2002,Toyota,Camry Solara,Coupe,manual,md,19,120792,silver,black,darcars toyota,3050,1900,Mar
2001,BMW,5 Series,Wagon,automatic,ca,27,133480,blue,black,south coast subaru,2300,3000,Mar
2001,BMW,3 Series,Sedan,automatic,fl,19,212796,gray,gray,autonation toyota pinellas park,1450,1900,Mar
2001,BMW,3 Series,Convertible,automatic,va,26,118497,silver,black,browns honda city,4175,4600,Mar
2001,Lexus,IS 300,Sedan,automatic,mi,27,192485,white,black,enterprise veh exchange/rental,2875,1600,Mar
2000,BMW,M5,Sedan,manual,mi,26,194063,burgundy,tan,jeffs motorcars inc,5375,6200,Mar
2001,Toyota,Highlander,SUV,automatic,hi,27,171227,white,silver,westlake financial services,4775,3400,Mar
2001,Toyota,Tundra,Access Cab,automatic,va,29,132324,silver,gray,toyota of glen burnie,4575,5900,Mar
2001,Toyota,Corolla,Sedan,manual,fl,19,168296,black,black,autonation toyota pinellas park,1525,1400,Mar
2001,Toyota,MR2 Spyder,Convertible,manual,nc,28,263590,silver,black,hendrick lexus northlake,2475,3400,Mar
2000,BMW,X5,SUV,automatic,fl,29,166098,silver,gray,mercedes benz of ft lauderdale,2200,2900,Mar
2000,Lexus,RX 300,SUV,automatic,wa,42,153916,white,beige,lexus of bellevue,3625,5100,Mar
2000,Lexus,RX 300,SUV,automatic,fl,19,211801,green,beige,auto sails inc,3125,3100,Mar
2000,Lexus,RX 300,SUV,automatic,tx,24,166609,white,gray,dt inventory,3600,2900,Mar
2000,Toyota,Land Cruiser,SUV,automatic,ca,19,294989,black,beige,800 loan mart,6525,3600,Mar
2000,Toyota,4Runner,SUV,automatic,fl,2,69224,silver,gray,autonation toyota fort myers,3000,2700,Mar
2000,Toyota,Avalon,Sedan,automatic,fl,21,161307,green,beige,autonation ford jacksonville,2450,2100,Mar
2000,Toyota,4Runner,SUV,automatic,ga,28,231874,green,beige,rick hendrick toyota scion sandy springs,3275,1900,Mar
2000,Toyota,Corolla,Sedan,automatic,tx,2,207373,white,gray,westlake financial services,1125,400,Mar
2000,Toyota,Camry,Sedan,automatic,fl,27,181093,gray,tan,autonation toyota pinellas park,1975,2100,Mar
2000,Toyota,Camry,Sedan,automatic,md,19,156280,white,tan,lexus of rockville,2250,2350,Mar
2002,Land Rover,Freelander,SUV,automatic,tx,21,139155,white,black,kb cars & trucks llc,1225,1800,Mar
2002,Toyota,Camry,Sedan,manual,ca,24,168267,white,tan,ak international inc,2575,2500,Mar
2001,Lexus,ES 300,Sedan,automatic,ga,2,160071,black,beige,nalley lexus roswell,2375,4000,Mar
2001,Toyota,Corolla,Sedan,automatic,ca,36,264965,white,black,sierra auto investment co,775,1900,Mar
2000,Lexus,RX 300,SUV,automatic,ca,28,148003,gray,tan,dutton motor co,3675,4200,Mar
2000,Toyota,Corolla,Sedan,automatic,ca,27,143100,silver,gray,aaero sweet corporation,1550,1700,Mar
2002,Lexus,ES 300,Sedan,automatic,ca,29,125448,silver,gray,south bay lexus,4850,5400,Mar
2002,Toyota,Camry,Sedan,automatic,fl,3,157980,silver,gray,westlake financial services,3125,3400,Mar
2000,BMW,3 Series,Sedan,automatic,fl,28,170728,white,black,westlake financial services,1975,2200,Mar
2000,Toyota,RAV4,SUV,manual,ma,24,150325,blue,black,premier nissan of newport,2950,1800,Mar
2002,BMW,X5,SUV,automatic,tx,39,174827,white,beige,city public service/ibew fcu,3300,2700,Mar
2002,Toyota,Camry,Sedan,automatic,ga,26,116928,blue,tan,rick hendrick toyota scion sandy springs,3275,4800,Mar
2002,Toyota,Camry,Sedan,automatic,md,2,260309,silver,gray,antwerpen security nissan,2300,800,Mar
2001,Lexus,ES 300,Sedan,automatic,fl,26,169607,white,beige,zimmerman auto brokers inc,2425,2400,Mar
2001,Lexus,LS 430,Sedan,automatic,ga,23,224799,white,beige,nalley lexus smyrna,4975,6800,Mar
2001,Toyota,Corolla,Sedan,automatic,md,22,161115,silver,gray,kia of waldorf,1575,1400,Mar
2001,Toyota,Celica,Hatchback,manual,ma,19,134279,silver,black,metro kia,3750,1400,Mar
2000,BMW,5 Series,Sedan,automatic,ga,19,224729,silver,gray,nalley lexus smyrna,1225,2000,Mar
2002,BMW,3 Series,Sedan,automatic,ca,34,101750,gray,gray,acura of riverside,3525,4400,Mar
2002,BMW,5 Series,Sedan,automatic,ga,32,154204,silver,gray,momentum motorcars,2575,4000,Mar
2002,BMW,7 Series,Sedan,automatic,ca,24,84637,gray,black,ideal transportation,4450,4700,Mar
2002,BMW,X5,SUV,automatic,fl,19,145303,black,black,peddle llc,3675,3200,Mar
2002,BMW,X5,SUV,automatic,ga,28,110239,black,gray,jim ellis,4650,4800,Mar
2002,Lexus,RX 300,SUV,automatic,tn,28,175083,silver,gray,darrell waltrip honda,4675,4800,Mar
2002,Lexus,LS 430,Sedan,automatic,nj,37,91724,gray,black,joyce motors corp,7325,8700,Mar
2002,Lexus,IS 300,Sedan,automatic,ca,19,346482,blue,blue,inland chevrolet,2225,1500,Mar
2002,Lexus,SC 430,Convertible,automatic,ca,32,136344,white,brown,eastern auto wholesale inc,8750,8000,Mar
2002,Toyota,Camry,Sedan,manual,ma,29,92529,blue,tan,boch new to you superstore,3625,3300,Mar
2002,Toyota,Avalon,Sedan,automatic,wa,35,73657,gold,beige,lexus of tacoma at fife,3700,8700,Mar
2002,Toyota,Camry,Sedan,automatic,nc,28,222068,beige,beige,kia of gastonia,2500,3500,Mar
2002,Toyota,Camry,Sedan,automatic,fl,37,114663,gray,gray,tdaf remarketing,4000,6600,Mar
2002,Toyota,Camry,Sedan,automatic,tn,1,245902,gray,â€”,24-7 auto sales llc,2300,750,Mar
2001,BMW,3 Series,Convertible,automatic,fl,38,87001,blue,gray,woodall auto wholesale inc,5300,7000,Mar
2001,BMW,7 Series,Sedan,automatic,in,33,95326,black,tan,peddle llc,3475,2800,Mar
2001,Lexus,LS 430,Sedan,automatic,ca,2,241744,white,tan,tradewinds remarketing,4700,6900,Mar
2001,Toyota,Tundra,Regular Cab,automatic,sc,1,262409,gray,gray,automotive remarketing aka carolina title loans,1225,1000,Mar
2001,Toyota,Corolla,Sedan,automatic,ga,19,154474,silver,beige,gwinnett place honda,1525,1600,Mar
2000,BMW,3 Series,Sedan,automatic,fl,21,205076,gray,black,nextgear capital,1500,1800,Mar
2000,Toyota,4Runner,SUV,automatic,ca,25,232463,silver,gray,the car exchange,2200,2700,Mar
2000,Toyota,Celica,Hatchback,automatic,nj,28,138015,silver,black,j & s auto haus,2725,3200,Mar
2000,Toyota,Corolla,Sedan,automatic,nc,25,139564,blue,gray,honda cars of rock hill,1650,1350,Mar
2000,Toyota,Camry,Sedan,automatic,nj,19,150012,silver,gray,sharlene realty llc,2200,1500,Mar
2000,Toyota,Tundra,Extended Cab,automatic,tx,13,321887,white,â€”,select remarketing group llc/midwest title loans,2150,2000,Mar
2000,Toyota,Corolla,Sedan,automatic,ca,28,249800,â€”,gray,symbolic motor cars,850,900,Mar
2002,BMW,3 Series,Sedan,automatic,va,28,152209,silver,gray,fredericksburg remarketing,2600,1400,Mar
2002,Lexus,ES 300,Sedan,automatic,nj,19,187726,silver,gray,dch freehold llc,3450,2550,Mar
2002,Toyota,Camry,Sedan,automatic,va,28,108991,silver,gray,blue knob auto sales inc,3425,3600,Mar
2002,Toyota,Corolla,Sedan,automatic,ca,21,151468,green,beige,asa motor inc,1600,1900,Mar
2001,BMW,3 Series,Sedan,automatic,wi,1,64058,blue,tan,napletons river oaks honda,4675,2600,Mar
2001,Lexus,GS 300,Sedan,automatic,il,2,97547,silver,gray,meridian remarketing,4650,4000,Mar
2001,Toyota,Corolla,Sedan,automatic,nj,19,286961,gray,beige,sharlene realty llc,800,1100,Mar
2001,Toyota,Sequoia,SUV,automatic,fl,19,221183,gray,beige,courtesy toyota of brandon,3150,3300,Mar
2000,Toyota,Tacoma,Extended Cab,automatic,va,25,148244,green,gray,rosner motors inc,5550,4700,Mar
2002,BMW,5 Series,Sedan,automatic,nc,19,109005,silver,gray,crossroads chrysler jeep dodge,3875,4900,Mar
2002,BMW,5 Series,Sedan,automatic,fl,21,79694,silver,gray,mercedes-benz of palm beach,4225,4100,Mar
2002,BMW,5 Series,Sedan,automatic,nv,31,83515,blue,gray,one nevada credit union,4800,3600,Mar
2002,Lexus,LS 430,Sedan,automatic,ga,23,100830,burgundy,beige,bmw mini of south atlanta,7225,7900,Mar
2002,Lexus,IS 300,Sedan,automatic,pa,26,169384,silver,black,r hollenshead auto sales inc,4150,4000,Mar
2002,Lexus,RX 300,SUV,automatic,ga,35,130154,gray,black,germain lexus,5425,5500,Mar
2002,Lexus,RX 300,SUV,automatic,md,34,151996,black,tan,credit acceptance corp/vrs/southfield,4875,4300,Mar
2002,Toyota,Camry,Sedan,automatic,pa,42,76040,beige,beige,alans autos,5150,6100,Mar
2002,Toyota,Sienna,Minivan,automatic,nc,19,204460,blue,silver,crossroads ford of indian trail,2225,2000,Mar
2002,Toyota,Camry,Sedan,automatic,ma,22,265252,gold,tan,boch new to you superstore,2200,2200,Mar
2002,Toyota,Sienna,Minivan,automatic,ma,26,147770,gold,tan,boch new to you superstore,2700,2000,Mar
2002,Toyota,Sienna,Minivan,automatic,ma,19,218850,silver,tan,boch new to you superstore,2125,1600,Mar
2002,Toyota,Camry,Sedan,automatic,va,19,144865,blue,gray,don beyer volvo subaru kia of alexandria,2750,3700,Mar
2002,Toyota,Highlander,SUV,automatic,ma,22,185074,â€”,gray,boch new to you superstore,4550,3600,Mar
2002,Toyota,Camry,Sedan,automatic,ma,19,151852,green,gray,boch new to you superstore,3175,3300,Mar
2002,Toyota,Camry Solara,Coupe,automatic,va,22,122247,gold,beige,don beyer volvo-dulles,2875,2800,Mar
2002,Toyota,Camry,Sedan,automatic,va,28,126827,gray,gray,pohanka acura,3375,3800,Mar
2002,Toyota,Sienna,Minivan,automatic,ca,28,155929,blue,gray,danna investments llc,2650,3050,Mar
2001,BMW,3 Series,Convertible,automatic,nc,31,191623,blue,black,automart,1775,3450,Mar
2001,BMW,3 Series,Coupe,automatic,fl,19,102713,white,gray,courtesy chrysler jeep dodge,3600,2500,Mar
2001,Lexus,GS 300,Sedan,automatic,fl,19,161118,gray,black,courtesy chrysler jeep dodge,3200,3300,Mar
2001,Lexus,ES 300,Sedan,automatic,ca,28,81390,black,black,skyhigh remarketing inc,3475,5000,Mar
2001,Toyota,Corolla,Sedan,manual,ga,32,267810,silver,black,bmw of chattanooga,1050,1100,Mar
2001,Lexus,IS 300,Sedan,automatic,ga,21,132319,silver,black,classy and luxury motors,3625,4200,Mar
2000,BMW,3 Series,Coupe,automatic,tx,19,232925,black,tan,nextgear capital,875,1100,Mar
2000,BMW,5 Series,Sedan,automatic,ga,47,101457,silver,gray,bentley naples,2225,4400,Mar
2000,BMW,3 Series,Sedan,automatic,fl,19,151457,blue,tan,holman honda of fort lauderdale,1900,1800,Mar
2000,BMW,3 Series,Sedan,automatic,md,35,134166,black,gray,darcars toyota of frederick,1925,2200,Mar
2000,BMW,3 Series,Coupe,automatic,md,29,143413,blue,gray,carbiz,2375,2800,Mar
2000,Toyota,Corolla,Sedan,automatic,ma,19,91323,silver,gray,boch new to you superstore,2025,1500,Mar
2000,Toyota,Camry,Sedan,automatic,oh,19,186840,silver,beige,credit acceptance corp/vrs/southfield,2050,1400,Mar
2000,Toyota,Camry,Sedan,automatic,va,26,120255,gray,gray,pohanka acura,2575,2800,Mar
2000,Toyota,Camry,Sedan,automatic,va,28,135564,silver,gray,toyota of waldorf,2275,2200,Mar
2000,Toyota,4Runner,SUV,automatic,tx,2,180842,silver,tan,westlake financial services,3875,2500,Mar
2000,Toyota,RAV4,SUV,automatic,va,19,203940,burgundy,black,pohanka chevrolet inc,2000,1800,Mar
2002,Toyota,Prius,Sedan,automatic,ca,2,66342,blue,gray,tylan trading co,2625,2600,Mar
2001,BMW,X5,SUV,automatic,ca,26,227643,black,gray,nissan of mission hills,1550,1700,Mar
2002,Toyota,Highlander,SUV,automatic,ga,27,150979,gold,tan,carworks inc,6475,7800,Mar
2000,BMW,3 Series,Sedan,automatic,ca,19,139354,blue,tan,cosmopolitan finance,1950,1000,Mar
2000,Toyota,4Runner,SUV,automatic,ca,35,190863,silver,gray,arrowhead auto group inc,2400,3500,Mar
2002,Lexus,ES 300,Sedan,automatic,ma,2,188199,silver,gray,boch new to you superstore,3350,3500,Mar
2001,BMW,3 Series,Sedan,manual,nc,25,171851,blue,tan,auction direct usa raleigh llc,2200,2500,Mar
2002,Toyota,Camry,Sedan,automatic,fl,19,179215,gold,beige,platinum auto finance llc,2950,2900,Mar
2002,Toyota,Camry,Sedan,automatic,fl,26,131921,red,tan,ed morse mazda lakeland,3925,3900,Mar
2002,Toyota,Camry,Sedan,automatic,fl,19,151445,black,gray,ed morse mazda lakeland,3075,3200,Mar
2002,Toyota,Highlander,SUV,automatic,pa,4,154437,black,beige,affordable auto sales,4775,5300,Mar
2001,Toyota,Tundra,Access Cab,automatic,ma,19,194616,gray,tan,boch new to you superstore,5225,3200,Mar
2002,Lexus,ES 300,Sedan,automatic,ma,26,241009,gray,tan,clay chevrolet hyundai,1975,2050,Mar
2002,Toyota,Camry,Sedan,automatic,tx,35,98407,silver,gray,classic dodge chrysler jeep,3650,4100,Mar
2002,Toyota,Camry,Sedan,automatic,ma,19,161135,blue,tan,peddle llc,3100,1300,Mar
2002,Toyota,Camry,Sedan,automatic,ga,33,82348,silver,gray,dealer finance,3725,5100,Mar
2002,Toyota,Camry,Sedan,automatic,ma,26,182121,gray,tan,boch new to you superstore,2925,3000,Mar
2001,Toyota,Corolla,Sedan,automatic,ma,19,122828,silver,gray,bristol toyota  inc.,1825,1400,Mar
2000,Toyota,Camry,Sedan,automatic,ma,24,185460,beige,tan,boch new to you superstore,1850,1800,Mar
2000,Toyota,Corolla,Sedan,automatic,ma,19,91326,silver,gray,boch new to you superstore,1975,1400,Mar
2002,BMW,3 Series,Convertible,automatic,md,32,93248,blue,beige,darcars dodge of new carrollton,4650,4600,Mar
2001,Toyota,Corolla,Sedan,automatic,ca,31,149530,white,black,v p motor sales inc,1675,2400,Mar
2002,Toyota,Highlander,SUV,automatic,mo,32,174211,gold,tan,green toyota,4650,6000,Mar
2001,BMW,X5,SUV,automatic,md,27,211793,black,gray,jim coleman honda,2850,2200,Mar
2000,Toyota,Camry,Sedan,automatic,md,19,160550,black,gray,jim coleman toyota inc,2150,2200,Mar
2001,Lexus,ES 300,Sedan,automatic,ca,13,1,black,tan,newport acceptance corp,4150,2200,Mar
2002,Toyota,Sienna,Minivan,automatic,ma,34,175352,blue,gray,first hyundai,2425,2000,Mar
2001,Lexus,GS 430,Sedan,automatic,md,35,152411,gray,gray,shannon auto sales,4400,3650,Mar
2002,BMW,3 Series,Sedan,automatic,oh,29,173038,blue,tan,pauley motor car co preowned vehicles llc,2100,3000,Mar
2002,Lexus,ES 300,Sedan,automatic,md,2,195739,silver,gray,carbiz,3050,2600,Mar
2002,Lexus,RX 300,SUV,automatic,ma,35,106859,silver,black,lexus of watertown,5725,5700,Mar
