year,make,brand,body,transmission,state,qty sold,mileage,outer color,interior color,seller,costprice,sellingprice,salemonth
2001,Toyota,Highlander,SUV,automatic,ma,27,187058,red,gray,lexus of watertown,4450,3700,Jan
2001,Toyota,Corolla,Sedan,automatic,ma,27,81521,silver,gray,lexus of watertown,2075,2100,Jan
2000,BMW,3 Series,Sedan,manual,ma,19,153748,blue,tan,bmw of cape cod,1550,500,Jan
2000,Lexus,RX 300,SUV,automatic,nj,19,166648,white,gray,autolenders liquidation center,3650,2900,Jan
2000,Lexus,RX 300,SUV,automatic,wa,36,161353,gray,beige,remarketing by ge/archibalds inc,3675,4300,Jan
2000,Lexus,RX 300,SUV,automatic,ca,42,120009,white,tan,desert auto trade,4250,6000,Jan
2000,Lexus,RX 300,SUV,automatic,ma,24,136153,white,â€”,all auto financial,3900,2500,Jan
2000,Toyota,sienna,,automatic,wi,19,198955,silver,beige,wilde honda,2125,2200,Jan
2000,Toyota,Avalon,Sedan,automatic,pa,1,357751,white,beige,purple heart,700,1100,Jan
2000,Toyota,Tundra,Extended Cab,automatic,fl,19,376426,brown,brown,autonation nissan kendall,1875,1600,Jan
2000,Toyota,Camry,Sedan,automatic,va,19,180963,silver,gray,brown's chantilly mazda,1450,1000,Jan
2000,Toyota,Avalon,Sedan,automatic,fl,21,52241,gold,beige,autonation toyota fort myers,3325,4600,Jan
2000,Toyota,Camry,Sedan,automatic,md,2,252791,black,gray,purple heart services inc,1650,1450,Jan
2000,Toyota,Corolla,Sedan,automatic,ma,23,126970,green,gray,first chrysler dodge  jeep  ram,1475,1600,Jan
2000,Toyota,Camry,Sedan,automatic,nc,2,171447,green,beige,dt inventory,2025,1150,Jan
2002,BMW,3 Series,Sedan,automatic,ga,21,127973,silver,gray,crown nissan greenville,3525,2000,Feb
2002,BMW,5 Series,Sedan,automatic,nc,2,171618,blue,blue,meridian remarketing,2550,2000,Jan
2002,BMW,5 Series,Sedan,automatic,va,39,84408,white,beige,joyce koons honda buick gmc,4425,5200,Jan
2002,BMW,3 Series,Sedan,automatic,ga,22,109192,â€”,gray,financial services remarketing (lease),3750,3400,Jan
2002,BMW,5 Series,Sedan,automatic,ga,21,193707,blue,beige,automobile acceptance corp,1525,1800,Jan
2002,BMW,3 Series,Sedan,manual,ca,23,152043,black,gray,trade in solutions irvine,2975,1900,Feb
2002,Land Rover,Freelander,SUV,automatic,pa,2,95131,red,black,bobby rahal motorcar company,1350,1100,Jan
2002,Lexus,RX 300,SUV,automatic,md,29,78019,silver,gray,bmw of fairfax,5800,6300,Jan
2002,Lexus,RX 300,SUV,automatic,md,28,155595,beige,gray,kia of waldorf,4850,5000,Jan
2002,Lexus,ES 300,Sedan,automatic,ca,31,233493,beige,gray,worthington ford,2675,2500,Jan
2002,Lexus,ES 300,Sedan,automatic,wi,2,162126,blue,â€”,pls loan store/milwaukee,4050,1000,Jan
2002,Lexus,ES 300,Sedan,automatic,pa,39,155902,silver,black,bobby rahal bmw of south hills,4175,3500,Jan
2002,Toyota,Avalon,Sedan,automatic,ga,29,62494,black,beige,nalley lexus smyrna,4425,6400,Jan
2002,Toyota,Camry,Sedan,automatic,ca,35,89101,white,gray,sullivan luxury cars llc,3525,5900,Jan
2002,Toyota,Highlander,SUV,automatic,ca,19,168232,white,gray,three way chevrolet co,6350,9000,Jan
2002,Toyota,Camry,Sedan,automatic,on,25,232214,black,beige,mercedes-benz,2175,900,Jan
2002,Toyota,Camry,Sedan,automatic,fl,3,157343,silver,gray,remarketing by ge/carville auto sales llc,2900,3800,Jan
2002,Toyota,Camry,Sedan,automatic,ca,31,147951,black,beige,south county fiat at mission viejo,3675,3900,Jan
2002,Toyota,Camry,Sedan,automatic,ga,28,126843,gold,beige,automobile acceptance corp,3500,5100,Jan
2002,Toyota,Camry,Sedan,automatic,ga,27,135635,white,gray,nalley toyota of roswell,3275,3900,Jan
2002,Toyota,Corolla,Sedan,automatic,ga,19,177241,green,gray,toyota of greenville,1700,1100,Jan
2002,Toyota,Camry,Sedan,automatic,nj,29,156014,black,brown,burns kull inc,3850,3000,Jan
2002,Toyota,Camry,Sedan,manual,nc,23,213426,red,beige,hendrick toyota scion concord,2475,2900,Jan
2002,Toyota,Tacoma,Xtracab,automatic,fl,2,232756,red,gray,treasure coast toyota of stuart,5450,3900,Jan
2001,BMW,5 Series,Sedan,automatic,nc,29,147989,green,beige,honda cars of rock hill,2350,3400,Jan
2001,BMW,X5,SUV,automatic,ga,35,129917,silver,gray,lagrange toyota inc,3975,5400,Jan
2001,BMW,3 Series,Sedan,automatic,mn,35,131672,gray,black,mid country finance/w st paul,3075,2300,Jan
2001,BMW,3 Series,Convertible,manual,va,35,103600,red,black,shirlie slack mitsubishi,4575,5200,Jan
2001,BMW,X5,SUV,automatic,wa,39,174549,gold,beige,robert larson's hyundai,3050,3200,Jan
2001,BMW,3 Series,Sedan,automatic,md,27,125272,silver,black,waldorf chrysler jeep,2475,2700,Jan
2001,BMW,7 Series,Sedan,automatic,ca,31,99992,gray,black,stevens creek bmw,2975,3500,Jan
2001,Lexus,LS 430,Sedan,automatic,ca,19,131957,black,black,onemain rem/m&m auto traders,6825,4800,Jan
2001,Lexus,IS 300,Sedan,automatic,sc,19,177504,silver,black,enterprise car sales,2950,2600,Jan
2001,Lexus,GS 430,Sedan,automatic,ca,35,162171,black,black,motor city lexus of bakersfield,3800,4000,Jan
2001,Lexus,LS 430,Sedan,automatic,fl,34,114025,white,beige,tdaf remarketing,7075,7400,Jan
2001,Lexus,LS 430,Sedan,automatic,ca,29,71839,green,gray,sullivan luxury cars llc,7300,8700,Jan
2001,Land Rover,Discovery Series II,SUV,automatic,ga,2,179754,white,tan,capital auto auction,500,1000,Jan
2001,Lexus,LS 430,Sedan,automatic,ca,27,171129,black,gray,south county lexus at mission viejo,5825,6000,Jan
2001,Toyota,4Runner,SUV,automatic,md,2,229334,gold,beige,annapolis hyundai,2575,1700,Jan
2001,Toyota,Camry,Sedan,automatic,ma,19,191433,silver,gray,metro honda,1725,1700,Jan
2001,Toyota,Sequoia,SUV,automatic,ca,21,146702,red,beige,veros credit,4125,3000,Jan
2001,Toyota,Highlander,SUV,automatic,wa,3,272578,blue,beige,volunteers of america western washington,3850,2900,Jan
2001,Toyota,Land Cruiser,SUV,automatic,ca,37,160627,white,beige,motor city lexus of bakersfield,8125,9800,Jan
2001,Toyota,4Runner,SUV,automatic,nm,2,1,green,tan,automotive remarketing inc,5400,400,Mar
2001,Toyota,Tacoma,Regular Cab,manual,sc,1,159433,green,gray,purple heart services inc,4325,4400,Jan
2001,Toyota,Tundra,Access Cab,automatic,ma,29,106788,silver,gray,international motor group annex,6025,4800,Jan
2001,Toyota,Corolla,Sedan,automatic,nj,19,105997,white,beige,sharlene realty llc,1850,850,Jan
2001,Toyota,Sequoia,SUV,automatic,md,2,241256,silver,gray,amber auto,3025,3600,Jan
2001,Toyota,Camry,Sedan,automatic,ma,26,201092,beige,tan,premier toyota of newport,1675,1600,Jan
2001,Toyota,Highlander,SUV,automatic,ga,35,267819,blue,tan,enterprise veh exchange/rental,3525,3100,Jan
2001,Toyota,Sequoia,SUV,automatic,ga,34,132355,silver,gray,munter motor cars,3625,5200,Jan
2001,Toyota,Camry Solara,Coupe,automatic,ca,23,171920,black,black,aaero sweet company,1850,1800,Jan
2001,Toyota,Highlander,SUV,automatic,fl,23,113760,green,beige,treasure coast toyota of stuart,5100,4100,Jan
2000,BMW,3 Series,Sedan,automatic,ca,23,161297,silver,gray,the car exchange,1725,2000,Jan
2000,BMW,3 Series,Sedan,automatic,ca,38,165218,blue,gray,aaero sweet company,1400,1800,Jan
2000,BMW,3 Series,Sedan,automatic,pr,14,118366,silver,gray,select remarketing group llc/anderson financial,2475,700,Jan
2000,BMW,3 Series,Sedan,automatic,ca,23,191267,black,black,century dealer services corp,1100,1000,Jan
2000,BMW,X5,SUV,automatic,ca,24,142862,blue,beige,walters auto sales/service inc,3475,2700,Jan
2000,Land Rover,Discovery Series II,SUV,automatic,ca,19,199684,black,beige,stg auto group,1000,300,Jan
2000,Lexus,RX 300,SUV,automatic,ga,24,131500,gray,beige,nalley lexus roswell,3850,3900,Jan
2000,Lexus,RX 300,SUV,automatic,ca,19,184501,white,gray,south county fiat at mission viejo,3550,3450,Jan
2000,Toyota,Avalon,Sedan,automatic,ma,19,185665,silver,gray,metro honda,2500,2300,Feb
2000,Toyota,Camry,Sedan,automatic,nv,2,250819,white,â€”,titlemax/las vegas nv23,1625,1250,Jan
2000,Toyota,4Runner,SUV,automatic,ca,46,190005,white,blue,scott robinson honda,1950,3200,Jan
2000,Toyota,sienna,,automatic,ca,24,252780,gold,beige,stg auto group,1175,1800,Jan
2000,Toyota,Camry,Sedan,automatic,md,19,135384,gray,gray,annapolis subaru inc,1900,2100,Jan
2000,Toyota,Land Cruiser,SUV,automatic,tx,44,299832,white,tan,pm standley motorcars,5975,7900,Jan
2000,Toyota,Camry,Sedan,automatic,ma,19,,white,tan,metro chrysler jeep dodge,1875,2700,Jan
2000,Toyota,sienna,,automatic,ca,37,193072,gold,beige,south county fiat at mission viejo,1675,2200,Jan
2000,Toyota,4Runner,SUV,automatic,mo,23,142868,silver,tan,remarketing by ge/healthcare comm credit union,3775,1900,Jan
2000,Toyota,Camry Solara,Coupe,automatic,oh,2,159127,red,black,mentor mitsubishi,1750,2350,Jan
2002,BMW,3 Series,Convertible,manual,ca,19,134633,blue,gray,aaero sweet company,4550,2500,Jan
2002,BMW,5 Series,Sedan,manual,ca,2,94214,silver,black,apexcars net,3500,6000,Jan
2002,BMW,3 Series,Sedan,automatic,pa,19,132196,blue,gray,bobby rahal bmw of south hills,3175,3100,Jan
2002,BMW,X5,SUV,automatic,oh,27,171517,black,tan,the bmw store,3075,3500,Jan
2002,BMW,X5,SUV,automatic,ca,23,128282,silver,beige,tidalwave finance corp,4500,4500,Jan
2002,BMW,3 Series,Sedan,automatic,va,34,98430,blue,gray,c & g imports inc,4475,4200,Jan
2002,BMW,3 Series,Coupe,automatic,pa,2,81574,black,beige,bobby rahal bmw of south hills,3925,5100,Jan
2002,Lexus,IS 300,Sedan,manual,ca,29,211787,silver,black,northwest import sales,2650,4500,Jan
2002,Lexus,IS 300,Sedan,automatic,ca,3,146324,black,black,century dealer services corp,4025,4100,Jan
2002,Lexus,SC 430,Convertible,automatic,ca,35,76390,black,black,stg auto group,12200,13500,Jan
2002,Lexus,RX 300,SUV,automatic,fl,36,109133,silver,black,arg inc,5650,6500,Jan
2002,Lexus,LS 430,Sedan,automatic,fl,35,121592,silver,black,thrifty car sales,7275,6700,Jan
2002,Lexus,RX 300,SUV,automatic,ca,33,149803,white,beige,south county lexus at mission viejo,5050,5800,Jan
2002,Lexus,ES 300,Sedan,automatic,ca,25,130664,gold,gray,newport lexus,4675,4400,Jan
2002,Lexus,ES 300,Sedan,automatic,ma,27,236665,silver,gray,metro ford,2550,2000,Jan
2002,Toyota,Camry,Sedan,automatic,ca,27,134406,gold,beige,cabe toyota,3100,3000,Jan
2002,Toyota,Corolla,Sedan,automatic,fl,21,59527,white,tan,germain toyota of naples/germain scion of naples,2450,3100,Jan
2002,Toyota,Camry,Sedan,automatic,fl,38,136564,black,beige,courtesy toyota of brandon,3175,3600,Jan
2002,Toyota,Highlander,SUV,automatic,fl,19,141095,green,gray,coggin honda of st. augustine,7950,4300,Jan
2002,Toyota,Highlander,SUV,automatic,mo,29,228590,gold,tan,tdaf remarketing,4225,4900,Jan
2002,Toyota,MR2 Spyder,Convertible,automatic,sc,4,57654,black,tan,purple heart services inc,5750,1000,Jan
2002,Toyota,Sienna,Minivan,automatic,va,28,128758,beige,beige,pohanka chevrolet inc,2575,3400,Jan
2002,Toyota,Highlander,SUV,automatic,ne,2,251968,white,tan,creighton auto inc,4575,7500,Jan
2001,BMW,3 Series,Coupe,manual,wa,19,134707,blue,black,acura of seattle,2875,3300,Jan
2001,BMW,5 Series,Sedan,automatic,tx,21,135508,blue,black,ipc investments inc,2850,1850,Jan
2001,BMW,3 Series,Coupe,automatic,ca,36,77238,blue,gray,premium auto wholesale,3900,5700,Jan
2001,BMW,7 Series,Sedan,automatic,nc,26,157316,silver,gray,hendrick chrysler dodge jeep ram of concord,1750,3100,Jan
2001,Lexus,LS 430,Sedan,automatic,nc,27,193346,black,black,westlake financial services,5675,4900,Jan
2001,Lexus,LS 430,Sedan,automatic,ca,27,172972,gold,beige,advance,5800,7000,Jan
2001,Lexus,IS 300,Sedan,automatic,fl,19,130571,black,beige,courtesy kia of brandon,3300,3500,Jan
2001,Lexus,LS 430,Sedan,automatic,tx,32,137663,white,beige,pm standley motorcars,6325,8900,Jan
2001,Toyota,Camry,Sedan,automatic,wa,19,162425,silver,gray,lexus of bellevue,1925,2600,Jan
2001,Toyota,4Runner,SUV,automatic,ca,29,286216,green,gray,california auto exchange,2375,3300,Jan
2001,Toyota,4Runner,SUV,automatic,fl,2,129862,red,beige,courtesy chrysler jeep dodge,4075,4600,Jan
2001,Toyota,Camry,Sedan,automatic,nc,24,223872,gray,gray,hendrick toyota scion concord,1525,1700,Jan
2001,Toyota,Camry Solara,Coupe,automatic,fl,19,218874,silver,â€”,courtesy toyota of brandon,1700,1700,Jan
2001,Toyota,Corolla,Sedan,automatic,ca,2,219765,white,tan,james family auto sales,1100,1200,Jan
2001,Toyota,Highlander,SUV,automatic,tx,27,180257,white,gray,david mcdavid acura,4475,5700,Jan
2000,BMW,Z3,Convertible,automatic,ca,31,107130,black,black,trade in solutions,4350,2700,Jan
2000,Lexus,RX 300,SUV,automatic,ga,34,169487,white,beige,crown nissan greenville,3575,3900,Jan
2000,Lexus,RX 300,SUV,automatic,ca,44,166555,white,beige,lexus of pleasanton,3625,3900,Jan
2000,Lexus,RX 300,SUV,automatic,ca,43,195319,white,tan,newport lexus,3325,3800,Jan
2000,Toyota,Camry,Sedan,automatic,ny,1,231065,gray,gray,purple heart services inc,1525,850,Feb
2000,Toyota,ECHO,Coupe,automatic,nj,19,215526,silver,gray,lester glenn buick,1100,1600,Jan
2002,BMW,X5,SUV,automatic,fl,26,142397,black,black,primeritus remarketing/american airlines,5150,3300,Jan
2002,BMW,M3,Coupe,automatic,ca,26,87036,gray,red,san diego sports cars,10500,13250,Jan
2002,Lexus,ES 300,Sedan,automatic,ca,2,1,purple,black,axcess financial,6675,1200,Jan
2002,Lexus,ES 300,Sedan,automatic,pa,26,145481,white,tan,nawi leasing inc,4275,3600,Jan
2002,Lexus,GS 430,Sedan,automatic,ut,27,178117,silver,gray,covington capital corporation,3150,2900,Jan
2002,Lexus,RX 300,SUV,automatic,wa,36,113166,white,tan,robert larson's hyundai,5950,7100,Jan
2002,Lexus,SC 430,Convertible,automatic,tx,23,131824,black,gray,pm standley motorcars,8300,8300,Jan
2002,Lexus,ES 300,Sedan,automatic,nv,31,120684,silver,gray,sti remarketing,4750,4800,Jan
2001,BMW,3 Series,Coupe,automatic,va,29,179609,silver,black,mercedes benz of fredericksburg,1600,3100,Jan
2001,Toyota,Highlander,SUV,automatic,pa,26,153874,blue,brown,r hollenshead auto sales inc,4725,3900,Jan
2000,BMW,5 Series,Sedan,automatic,nc,28,159129,silver,black,crossroads ford lincoln mercury mazda,1325,2400,Jan
2000,BMW,X5,SUV,automatic,nc,17,188179,silver,gray,crossroads ford lincoln mercury mazda,2900,2300,Jan
2000,BMW,Z3,Convertible,manual,ca,36,65679,silver,black,weir canyon acura,5775,5100,Jan
2000,BMW,3 Series,Sedan,automatic,ca,28,173404,gray,black,wondries toyota,1350,1300,Jan
2000,BMW,3 Series,Coupe,automatic,tx,19,158377,white,tan,all american chevrolet of midland,2150,1100,Jan
2000,Lexus,RX 300,SUV,automatic,fl,2,135493,beige,tan,enterprise vehicle exchange / rental / tulsa,3950,3100,Jan
2000,Toyota,Corolla,Sedan,automatic,nv,2,215815,green,â€”,titlemax of charleston blvd. - nv 2,975,1150,Jan
2000,Toyota,Avalon,Sedan,automatic,ca,35,108092,white,beige,bob baker toyota of lemon grove,2675,3500,Jan
2000,Toyota,Celica,Hatchback,automatic,nc,19,203855,white,gray,crossroads ford of wake forest inc,1450,700,Jan
2000,Toyota,Camry,Sedan,automatic,ca,27,217983,black,beige,cabe toyota,1525,1400,Jan
2002,Lexus,RX 300,SUV,automatic,ca,37,213358,white,tan,hoehn motors inc,4375,6500,Jan
2002,Toyota,Highlander,SUV,automatic,ca,2,167151,gold,gray,aaero sweet company,6550,7900,Jan
2002,Toyota,Camry,Sedan,automatic,ca,24,197711,gold,beige,billion dodge chrysler jeep,2600,3300,Jan
2002,Toyota,Camry,Sedan,automatic,nc,27,117294,â€”,gray,honda cars of rock hill,3275,4500,Jan
2001,BMW,Z3,Convertible,automatic,ca,28,68443,silver,black,b & j car company,6675,6800,Jan
2001,Lexus,GS 430,Sedan,automatic,mo,3,206348,white,brown,hendrick lexus kansas city,3100,3200,Jan
2001,Lexus,GS 430,Sedan,automatic,ca,25,198718,black,black,lease remarketing services inc,3425,3400,Feb
2001,Toyota,Highlander,SUV,automatic,wa,26,188424,silver,tan,toyota of olympia,4425,5300,Jan
2000,Toyota,Celica,Hatchback,manual,wa,25,140163,silver,black,manheim seattle,2125,3450,Feb
2000,Toyota,Camry,Sedan,automatic,ca,19,209475,silver,gray,weir canyon acura,1850,1300,Jan
2000,Toyota,Corolla,Sedan,automatic,fl,19,110428,gold,beige,courtesy palm harbor honda,1950,2000,Jan
2002,BMW,3 Series,Coupe,automatic,nc,28,176567,white,black,westlake financial services,2950,1100,Jan
2002,BMW,7 Series,Sedan,automatic,ca,19,120955,blue,gray,high bid trading co inc,4825,2400,Jan
2002,Lexus,RX 300,SUV,automatic,ca,2,106044,blue,gray,premium auto wholesale,5450,5200,Jan
2002,Toyota,Camry,Sedan,automatic,nc,26,307008,black,beige,hendrick toyota scion concord,1675,700,Jan
2002,Toyota,Corolla,Sedan,automatic,mi,27,143885,black,gray,auto advance of america,1825,2000,Jan
2002,Toyota,Corolla,Sedan,automatic,fl,19,176985,blue,black,executive auto brokers & leasing inc,1750,1800,Jan
2002,Toyota,Camry,Sedan,automatic,fl,19,249285,gray,gray,treasure coast toyota of stuart,2275,2100,Jan
2002,Toyota,Highlander,SUV,automatic,fl,25,106026,silver,gray,treasure coast toyota of stuart,4525,5700,Jan
2001,Lexus,ES 300,Sedan,automatic,fl,19,126197,silver,black,ed morse cadillac,2925,2100,Feb
2001,Toyota,Corolla,Sedan,automatic,nc,29,216422,silver,gray,fleet lease remarketing,1125,1400,Jan
2000,BMW,3 Series,Sedan,automatic,pa,27,215556,silver,black,bmw of manhattan inc,925,800,Jan
2000,BMW,3 Series,Sedan,manual,nc,22,164838,blue,tan,nextgear capital,1425,2300,Jan
2000,Land Rover,Discovery Series II,SUV,automatic,va,28,91568,burgundy,tan,sullivan auto trading inc,1375,3600,Jan
2000,Toyota,Corolla,Sedan,automatic,pa,2,295256,black,beige,purple heart,175,300,Jan
2000,Toyota,RAV4,SUV,automatic,fl,26,187099,gray,gray,courtesy toyota of brandon,2525,2300,Jan
2000,Toyota,Camry,Sedan,automatic,tn,1,219596,gray,â€”,titlemax / lavergne - tn1,1475,400,Feb
2000,Toyota,Corolla,Sedan,automatic,nc,19,149912,blue,beige,fleet lease remarketing,1300,1400,Feb
2000,Toyota,Camry,Sedan,automatic,fl,19,165335,gold,beige,treasure coast toyota of stuart,2100,1000,Jan
2002,BMW,3 Series,Sedan,automatic,fl,2,145399,blue,tan,metro ford inc,2775,2100,Jan
2002,BMW,7 Series,Sedan,automatic,nc,25,66246,brown,beige,manheim statesville,4575,3600,Jan
2002,BMW,3 Series,Sedan,manual,ma,32,150402,black,black,new city funding,2700,1950,Feb
2002,BMW,7 Series,Sedan,automatic,fl,19,172571,gray,gray,east coast financial,1775,3200,Jan
2002,Lexus,ES 300,Sedan,automatic,ca,29,124463,silver,gray,veros credit,4900,4000,Jan
2002,Lexus,ES 300,Sedan,automatic,ca,19,175232,blue,beige,lobel financial corp,3800,2200,Jan
2002,Lexus,RX 300,SUV,automatic,fl,32,95362,white,beige,johnson lexus of raleigh,5600,6700,Jan
2002,Toyota,Camry,Sedan,automatic,fl,2,130822,silver,gray,arg inc,4000,5000,Jan
2002,Toyota,Camry Solara,Coupe,automatic,ca,24,124342,white,black,lobel financial corp,1375,2000,Jan
2002,Toyota,Camry,Sedan,automatic,tx,25,138333,silver,gray,dt credit corporation,3250,3600,Jan
2001,BMW,7 Series,Sedan,automatic,fl,19,273726,black,beige,grieco nissan,475,800,Jan
2001,BMW,3 Series,Sedan,manual,fl,41,119558,silver,black,wayne akers ford inc,3125,3400,Jan
2001,Lexus,LS 430,Sedan,automatic,az,37,219715,silver,gray,earnhardt,5575,5400,Jan
2001,Toyota,Corolla,Sedan,automatic,ma,19,68627,red,tan,boch new to you superstore,1900,2200,Jan
2001,Toyota,Corolla,Sedan,automatic,ca,19,217007,silver,gray,crown toyota,875,1200,Jan
2001,Toyota,Camry,Sedan,automatic,ca,34,147575,white,gray,garys auto sales inc,2100,2700,Jan
2000,BMW,3 Series,Sedan,automatic,oh,27,105115,â€”,beige,financial services remarketing (repos),2200,1600,Jan
2000,Toyota,Camry,Sedan,automatic,ma,22,109535,black,gray,boch toyota/scion south,2125,2300,Jan
2000,Toyota,Camry,Sedan,automatic,ma,19,175170,â€”,tan,boch toyota/scion south,2750,2700,Jan
2000,Toyota,Camry,Sedan,automatic,tx,2,209375,gray,gray,dt inventory,950,1250,Jan
2000,Lexus,RX 300,SUV,automatic,ne,26,158860,white,tan,lexus of omaha,3775,4100,Jan
2000,Toyota,Camry,Sedan,automatic,ma,19,96733,silver,gray,boch new to you superstore,2775,2400,Jan
2000,Lexus,RX 300,SUV,automatic,pa,27,202463,gold,tan,faulkner subaru,3275,3400,Jan
2002,Lexus,ES 300,Sedan,automatic,pa,31,211670,silver,black,r hollenshead auto sales inc,2900,2600,Jan
2002,Lexus,ES 300,Sedan,automatic,pa,44,107480,gold,beige,enterprise car sales,5050,5000,Jan
2002,Toyota,Camry Solara,Coupe,manual,mo,2,148861,white,â€”,purple heart services inc,1150,1250,Jan
2002,Toyota,Camry,Sedan,automatic,ga,19,196706,white,gray,nalley toyota of roswell,2625,2500,Jan
2002,Toyota,Avalon,Sedan,automatic,pa,19,68773,gold,gray,enterprise car sales,3800,3100,Jan
2001,BMW,3 Series,Sedan,automatic,md,2,217897,blue,tan,darcars toyota of baltimore,1075,1200,Feb
2001,Lexus,ES 300,Sedan,automatic,pa,24,109083,black,black,r hollenshead auto sales inc,3475,4300,Jan
2001,Toyota,Sequoia,SUV,automatic,pa,32,75241,silver,gray,alans autos,5300,6300,Jan
2001,Toyota,Corolla,Sedan,automatic,tx,2,124192,silver,gray,charitable adult rides services/car donating is,1575,1400,Jan
2000,Land Rover,Discovery Series II,SUV,automatic,tx,3,106005,white,gray,charitable adult rides services/car donating is,1400,2000,Jan
2000,Toyota,ECHO,Sedan,automatic,md,2,172356,black,gray,darcars toyota,1450,2200,Jan
2002,BMW,7 Series,Sedan,automatic,md,19,154454,black,beige,wells fargo dealer services,3550,2700,Jan
2002,BMW,5 Series,Sedan,automatic,ca,28,148899,gray,gray,american road leasing inc,3125,3000,Jan
2002,BMW,5 Series,Sedan,automatic,pa,19,87441,â€”,brown,r hollenshead auto sales inc,4850,4200,Jan
2002,BMW,3 Series,Sedan,automatic,wi,22,106407,black,brown,blackhawk finance,4475,2700,Jan
2002,BMW,5 Series,Sedan,automatic,nj,35,110877,silver,black,bmw of mount laurel,4100,4000,Jan
2002,BMW,Z3,Convertible,automatic,nj,1,167145,black,black,wells fargo dealer services-tra,1275,1700,Jan
2002,Land Rover,Freelander,SUV,automatic,az,19,191305,blue,black,buckeye title loans inc,1325,1000,Jan
2002,Land Rover,Discovery Series II,SUV,automatic,sc,29,78206,green,tan,rick hendrick chevrolet,1800,2200,Jan
2002,Land Rover,Range Rover,SUV,automatic,md,26,211382,black,beige,autonation chevrolet laurel,450,1000,Jan
2002,Lexus,ES 300,Sedan,automatic,sc,37,160877,silver,beige,hendrick lexus charleston,3975,4900,Jan
2002,Lexus,RX 300,SUV,automatic,nj,25,146148,white,beige,wells fargo dealer services,4900,4200,Jan
2002,Toyota,Camry,Sedan,automatic,pa,24,125453,gold,gray,faulkner hyundai,3500,3600,Jan
2002,Toyota,Highlander,SUV,automatic,sc,37,145508,gray,tan,hendrick lexus charleston,5475,6500,Jan
2002,Toyota,Corolla,Sedan,automatic,az,19,197767,silver,tan,cash time title loans,1500,1000,Jan
2002,Toyota,Camry,Sedan,automatic,az,27,144602,white,gray,hertz remarketing,3225,3700,Jan
2002,Toyota,Camry,Sedan,automatic,az,19,173026,blue,beige,hertz remarketing,3000,2800,Feb
2001,BMW,Z3,Convertible,automatic,ut,2,115009,silver,tan,affordable loans llc,4875,4500,Feb
2001,Toyota,Highlander,SUV,automatic,ca,1,191766,black,gray,wells fargo dealer services,3950,2000,Jan
2001,Toyota,Camry Solara,Coupe,automatic,nc,18,186902,black,tan,ace motor acceptance corporation,1600,500,Jan
2000,BMW,5 Series,Sedan,automatic,az,34,214632,white,beige,buckeye title loans inc,1150,1000,Jan
2000,Lexus,RX 300,SUV,automatic,ga,28,222218,beige,beige,nalley toyota of roswell,3400,3000,Jan
2000,Toyota,Avalon,Sedan,automatic,sc,27,157729,white,tan,hendrick hyundai north,2775,3500,Jan
2000,Toyota,Camry,Sedan,automatic,md,2,112603,white,beige,darcars toyota,2250,1700,Jan
2000,Toyota,RAV4,SUV,manual,ca,1,108163,black,gray,donate for charity,3100,2400,Jan
2000,Toyota,Avalon,Sedan,automatic,md,2,125796,gold,beige,darcars toyota of baltimore,3175,2250,Jan
2002,BMW,X5,SUV,automatic,nc,19,111071,black,black,national fleet leasing,4475,3800,Jan
2002,Toyota,Camry,Sedan,automatic,oh,1,253892,green,tan,select remarketing group llc/loan max title,2300,1900,Jan
2002,Lexus,RX 300,SUV,automatic,md,43,107814,white,tan,jim coleman toyota inc,6225,6000,Jan
2002,Lexus,SC 430,Convertible,automatic,sc,35,99976,silver,brown,hendrick lexus charleston,10800,10600,Jan
2002,Toyota,Sienna,Minivan,automatic,va,36,179206,turquoise,gray,hendrick honda woodbridge,2750,2300,Jan
2002,Toyota,Camry Solara,Convertible,automatic,pa,26,155376,white,tan,faulkner hyundai,2000,3000,Jan
2002,Toyota,Tacoma,Xtracab,automatic,ca,27,232962,silver,silver,harold's car donation service,2525,4000,Jan
2001,BMW,3 Series,Sedan,automatic,tx,3,1,gray,black,westlake financial services,3350,900,Jan
2002,Toyota,Highlander,SUV,automatic,mn,29,143190,black,gray,rudy luther toyota,5325,5300,Jan
2002,Toyota,Highlander,SUV,automatic,md,37,203815,black,beige,annapolis subaru inc,5700,4200,Jan
2001,Lexus,IS 300,Sedan,automatic,md,36,190353,black,beige,lexus of annapolis,2850,2700,Jan
2001,Lexus,IS 300,Sedan,automatic,va,19,163929,gray,black,automotive remarketing inc,3050,1600,Jan
2001,Toyota,Corolla,Sedan,manual,ca,26,195643,white,beige,harold's car donation service,1125,1550,Jan
2001,Toyota,Highlander,SUV,automatic,ga,19,166387,green,beige,nalley toyota of roswell,4525,4500,Feb
2001,Toyota,Corolla,Sedan,automatic,md,2,128990,silver,black,purple heart services inc,1550,1400,Jan
2000,Lexus,RX 300,SUV,automatic,fl,35,103508,gold,beige,auto sails inc,3975,4150,Jan
2000,Lexus,RX 300,SUV,automatic,sc,36,142592,beige,beige,hendrick lexus charleston,3800,4100,Jan
2000,Toyota,Camry,Sedan,automatic,va,29,176770,beige,beige,hendrick honda woodbridge,1725,2900,Jan
2002,BMW,3 Series,Sedan,automatic,wa,32,72546,silver,black,bmw seattle,3900,6100,Jan
