year,make,model,trim,body,transmission,vin,state,qty sold,odometer,color,interior,seller,mmr,sellingprice,saledate
2001,Toyota,4Runner,SR5,SUV,automatic,jt3gn86r210199630,nc,28,184664,gray,gray,sullivan auto trading inc,3100,3300,Mon Jan 26 2015 02:00:00 GMT-0800 (PST)
2002,BMW,3 Series,325xi,Sedan,,wbaeu33492pf67294,md,19,179598,white,black,sheehy infiniti of annapolis,2325,1650,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2002,Land Rover,Range Rover,4.6 HSE,SUV,automatic,salpm164x2a465975,ca,42,122758,silver,gray,ecars,2175,3000,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtegf21a720033611,ca,39,230864,silver,tan,car trackers,4600,9200,Tue Jan 27 2015 04:30:00 GMT-0800 (PST)
2002,BMW,7 Series,745i,Sedan,automatic,wbagl63402dp50160,wa,2,1,black,—,capital auto auction,5725,2000,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2002,BMW,M3,Base,Coupe,manual,wbsbl93462jr13581,tx,43,98065,silver,black,carzready,9525,10300,Wed Jan 28 2015 02:20:00 GMT-0800 (PST)
2002,BMW,3 Series,325i,Sedan,manual,wbaev33492kl55485,va,22,206981,black,black,prince frederick chrysler jeep dodge inc,1100,1100,Thu Jan 29 2015 01:35:00 GMT-0800 (PST)
2002,BMW,7 Series,745Li,Sedan,automatic,wbagn63482dr01370,ca,2,179721,gray,gray,financial services remarketing (lease),2400,2600,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2002,BMW,X5,4.4i,SUV,automatic,5uxfb33522lh37166,ga,32,159542,silver,gray,momentum motorcars,2700,4200,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2002,BMW,3 Series,330i,Sedan,automatic,wbaev53482km17177,ca,29,97821,black,tan,j star fiat & maserati of anaheim hills,4100,4500,Wed Jan 28 2015 04:15:00 GMT-0800 (PST)
2002,BMW,X5,3.0i,SUV,automatic,5uxfa53532lp32389,wa,35,67741,silver,gray,lexus of bellevue,6175,9000,Wed Jan 28 2015 05:20:00 GMT-0800 (PST)
2002,BMW,X5,3.0i,SUV,automatic,5uxfa53592lp41498,ca,29,139052,gold,black,lexus of pleasanton,4125,4700,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2002,Lexus,IS 300,Base,Sedan,automatic,jthbd192220048236,ca,27,174081,gray,black,buyers auto sales,3925,4000,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2002,Lexus,RX 300,Base,SUV,,jtjgf10u920144216,ca,27,86942,black,beige,sullivan luxury cars llc,5950,5200,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2002,Lexus,RX 300,Base,SUV,automatic,jtjhf10u720261717,md,37,140500,gray,tan,manheim baltimore-washington,5075,4900,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2002,Land Rover,Discovery Series II,SE,SUV,automatic,salty12442a748946,tx,21,143858,black,tan,automotive remarketing inc,1525,900,Tue Jan 27 2015 02:30:00 GMT-0800 (PST)
2002,Toyota,Camry,SE,Sedan,,jtdbe32k820061948,ca,19,82220,white,black,ecocars trans,3125,2800,Wed Feb 04 2015 03:30:00 GMT-0800 (PST)
2002,Toyota,Camry Solara,SE,Coupe,,2t1ce22p02c004398,ga,22,222544,white,gray,momentum motorcars,575,1450,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2002,Toyota,Celica,GT,Hatchback,automatic,jtddr32t720125340,fl,28,95109,gray,gray,king hyundai,2750,4700,Thu Jan 29 2015 02:30:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtegd21a920028058,ga,22,161977,silver,gray,genao auto sales inc,7725,7600,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,,4t1be32k42u587126,ga,29,193266,blue,gray,germain toyota of sarasota,2725,3100,Thu Feb 05 2015 02:00:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k82u020854,ga,39,191004,silver,gray,momentum motorcars,2825,3600,Tue Feb 10 2015 05:00:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,automatic,4t1bf30k62u022439,ca,35,171076,gold,tan,the car exchange,2775,4100,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2002,Toyota,Highlander,Limited,SUV,,jtegf21a220046668,fl,35,266786,red,beige,dab auto world & leasing,5850,5600,Tue Jan 27 2015 08:00:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,,jtegf21ax20037314,fl,19,220239,silver,gray,florida auto and truck exchange inc,4700,4300,Tue Jan 27 2015 08:00:00 GMT-0800 (PST)
2002,Toyota,Prius,Base,Sedan,automatic,jt2bk12u420044474,va,2,243050,silver,gray,purple heart,1000,400,Thu Jan 29 2015 03:50:00 GMT-0800 (PST)
2002,Toyota,Tacoma,PreRunner V6,Xtracab,automatic,5tesn92n92z041625,ga,28,154842,gray,gray,germain toyota of sarasota,6700,7400,Thu Jan 29 2015 02:00:00 GMT-0800 (PST)
2002,Toyota,Sienna,LE,Minivan,automatic,4t3zf13c82u476576,ca,38,159470,white,gray,hoehn motors inc,2650,3000,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2001,BMW,3 Series,325i,Sedan,automatic,wbaan374x1nd45220,az,25,170055,silver,gray,chapman corporate wholesale,1900,2200,Tue Jan 27 2015 03:00:00 GMT-0800 (PST)
2001,BMW,3 Series,330Ci,Convertible,automatic,wbabs53451ju88191,ga,27,214866,silver,red,carworks inc,2875,1800,Tue Feb 03 2015 05:00:00 GMT-0800 (PST)
2001,Land Rover,Range Rover,4.6 SE,SUV,automatic,salpl16421a450811,ca,29,99587,green,beige,santa margarita ford,3650,1450,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
2001,Lexus,LX 470,Base,SUV,automatic,jtjht00wx13501232,tx,36,138135,white,gray,tdaf remarketing,10300,11300,Wed Jan 28 2015 02:00:00 GMT-0800 (PST)
2001,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28bx1u152544,ga,19,163223,gray,gray,momentum motorcars,2850,3800,Tue Feb 10 2015 05:00:00 GMT-0800 (PST)
2001,Toyota,4Runner,SR5,SUV,automatic,jt3hn86r010335659,wa,2,132540,green,gray,charitable adult rides services/car donating is,3350,4400,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2001,Toyota,MR2 Spyder,Base,Convertible,manual,jtdfr320110034965,ca,31,100362,silver,black,nissan of duarte,4175,5200,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2001,Toyota,Highlander,V6,SUV,automatic,jtegf21a610025790,ca,24,177919,black,black,aaero sweet company,4225,4000,Wed Jan 28 2015 03:30:00 GMT-0800 (PST)
2001,Toyota,Tacoma,PreRunner V6,Xtracab,automatic,5tesn92n21z878568,ga,19,132872,black,tan,germain toyota of sarasota,6850,4200,Thu Feb 05 2015 02:00:00 GMT-0800 (PST)
2001,Toyota,Celica,GT,Hatchback,automatic,jtddr32t510073222,ca,31,179667,silver,black,tuttle clicks tustin chrysler jeep dodge,1325,1700,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2001,Toyota,Camry Solara,SE,Convertible,automatic,2t1ff28p81c454395,fl,21,116737,silver,black,hyundai of st augustine,2575,2100,Tue Jan 27 2015 10:00:00 GMT-0800 (PST)
2001,Toyota,Sequoia,Limited,SUV,automatic,5tdbt48a51s000272,az,2,172640,green,beige,chapman corporate wholesale,4275,3550,Tue Jan 27 2015 03:00:00 GMT-0800 (PST)
2001,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b41u169307,va,2,188782,gray,beige,purple heart,2600,1100,Thu Feb 19 2015 03:50:00 GMT-0800 (PST)
2001,Toyota,Tundra,SR5,Access Cab,automatic,5tbbt44191s183285,ma,19,106831,silver,gray,remarketing by ge/manheim new england,6450,3900,Thu Feb 05 2015 10:30:00 GMT-0800 (PST)
2001,Toyota,Avalon,XLS,Sedan,,4t1bf28b81u140702,fl,19,221770,white,beige,parks toyota of deland,2250,1400,Tue Feb 17 2015 10:00:00 GMT-0800 (PST)
2001,Toyota,Highlander,V6,SUV,automatic,jtegf21a410009717,ca,32,218287,white,beige,stg auto group,4000,5700,Wed Jan 28 2015 04:00:00 GMT-0800 (PST)
2001,Toyota,Corolla,CE,Sedan,automatic,2t1br12e21c509835,ga,19,196933,white,beige,the salvation army,1250,1100,Tue Feb 03 2015 05:10:00 GMT-0800 (PST)
2000,BMW,3 Series,323i,Sedan,automatic,wbaam3344yca89624,ca,27,172005,gold,gray,lobel financial corp,1375,1900,Thu Jan 29 2015 04:30:00 GMT-0800 (PST)
2000,BMW,7 Series,740iL,Sedan,automatic,wbagh834xydp13543,fl,2,175872,black,tan,nicholas financial inc/clearwater,1325,1500,Thu Jan 29 2015 07:01:00 GMT-0800 (PST)
2000,BMW,5 Series,528i,Sedan,automatic,wbadm6345ygu23728,az,19,169702,black,gray,chapman corporate wholesale,1400,1850,Tue Jan 27 2015 03:00:00 GMT-0800 (PST)
2000,BMW,5 Series,528i,Sedan,automatic,wbadm6345ygu23874,ca,19,152339,black,black,stream llc dba stream remarketing solutions,1700,650,Wed Feb 25 2015 04:30:00 GMT-0800 (PST)
2000,BMW,3 Series,323i,Sedan,manual,wbaam3347ykc67323,ca,19,153421,blue,gray,american road leasing inc,1850,1200,Wed Feb 18 2015 04:15:00 GMT-0800 (PST)
2000,Lexus,LX 470,Base,SUV,automatic,jt6ht00w8y0090998,ga,23,200135,beige,tan,momentum motorcars,7725,8100,Tue Feb 10 2015 05:00:00 GMT-0800 (PST)
2000,Lexus,LX 470,Base,SUV,automatic,jt6ht00w5y0086309,wa,25,149989,gold,gray,lexus of bellevue,8675,8100,Wed Jan 28 2015 05:20:00 GMT-0800 (PST)
2000,Toyota,Camry,LE,Sedan,automatic,4t1bg22k5yu665278,wa,2,136249,red,brown,charitable adult rides services/car donating is,2275,2200,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2000,Toyota,Camry,LE,Sedan,automatic,jt2bg22k2y0402203,tx,25,132880,green,—,one source fcu,2500,1800,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
2000,Toyota,Camry,LE V6,Sedan,automatic,4t1bf22k6yu098811,ga,29,191360,green,tan,rick hendrick toyota scion sandy springs,1500,2100,Tue Jan 27 2015 05:00:00 GMT-0800 (PST)
2000,Toyota,Camry,LE,Sedan,,4t1bg28k2yu946932,md,21,238623,red,beige,lexus of annapolis,1275,1200,Tue Jan 27 2015 01:30:00 GMT-0800 (PST)
2000,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b3yu013009,fl,1,239925,brown,tan,credit acceptance corp/vrs/southfield,1950,850,Tue Jan 27 2015 01:15:00 GMT-0800 (PST)
2000,Toyota,Camry,LE,Sedan,automatic,4t1bg22k4yu672366,ca,23,194305,gray,gray,800 loan mart,1800,1600,Thu Jan 29 2015 04:00:00 GMT-0800 (PST)
2000,Toyota,Camry,CE,Sedan,automatic,4t1bg22k8yu748820,nv,2,99325,gold,—,titlemax/las vegas nv22,2425,2000,Thu Jan 29 2015 03:00:00 GMT-0800 (PST)
2000,Toyota,Corolla,CE,Sedan,automatic,1nxbr12e5yz322243,wa,2,149040,gold,gray,charitable adult rides services/car donating is,1225,600,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2000,Toyota,Camry,LE,Sedan,automatic,jt2bg22k7y0396074,az,34,135179,white,gray,chapman corporate wholesale,2475,2900,Tue Jan 27 2015 03:00:00 GMT-0800 (PST)
2000,Toyota,Tundra,SR5,Extended Cab,automatic,5tbrt3418ys099039,il,19,144081,gray,gray,whites auto sales llc,4300,3700,Thu Feb 05 2015 02:00:00 GMT-0800 (PST)
2000,Toyota,Tundra,SR5,Extended Cab,automatic,5tbbt4412ys040592,ma,19,154262,green,tan,prestige auto mart inc,3675,2900,Thu Feb 05 2015 10:30:00 GMT-0800 (PST)
2002,BMW,5 Series,540i,Sedan,automatic,wbadn63492gn86063,ca,32,102199,silver,black,audi of downtown l a,4700,4500,Wed Jan 28 2015 04:15:00 GMT-0800 (PST)
2002,Toyota,Highlander,Limited,SUV,automatic,jtegf21a220038585,tn,2,261618,white,gray,regions automotive group,5900,7500,Tue Jan 27 2015 02:30:00 GMT-0800 (PST)
2002,Toyota,Highlander,Limited,SUV,automatic,jtegf21a220067794,fl,2,138664,blue,gray,d&a fine cars,6500,5300,Tue Feb 03 2015 01:20:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,automatic,4t1bf32k82u027395,ca,1,1,black,beige,james family auto sales,4075,900,Tue Feb 17 2015 05:00:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,,jtdbf30k120062424,on,19,121112,beige,gray,mercedes-benz,3875,3400,Thu Jan 29 2015 10:30:00 GMT-0800 (PST)
2001,Toyota,Corolla,LE,Sedan,,1nxbr12e01z420490,ca,29,100176,gray,gray,j star fiat & maserati of anaheim hills,1875,3100,Wed Jan 28 2015 04:30:00 GMT-0800 (PST)
2001,Toyota,Celica,GT,Hatchback,,jtddr32t210107505,va,27,167474,black,black,rosner motors inc,1475,1400,Thu Jan 29 2015 01:35:00 GMT-0800 (PST)
2000,Lexus,RX 300,Base,SUV,automatic,jt6hf10u5y0142258,pa,31,166402,beige,beige,criswell honda,3675,3700,Fri Jan 30 2015 01:30:00 GMT-0800 (PST)
2000,Toyota,4Runner,SR5,SUV,automatic,jt3gn86r6y0149209,va,28,176562,red,beige,r k chevrolet inc,2675,1800,Thu Jan 29 2015 01:35:00 GMT-0800 (PST)
2000,Toyota,Camry,LE,Sedan,automatic,4t1bg22k5yu959473,fl,19,226564,white,—,courtesy toyota of brandon,1425,1400,Thu Jan 29 2015 08:20:00 GMT-0800 (PST)
2000,Toyota,Avalon,XL,Sedan,automatic,4t1bf28b5yu023573,nc,19,161726,blue,beige,hendrick hyundai,2225,3000,Wed Jan 28 2015 06:30:00 GMT-0800 (PST)
2002,BMW,3 Series,325xi,Sedan,automatic,wbaeu33482pf69277,nj,29,111243,white,black,bmw of mount laurel,3300,3100,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2002,BMW,3 Series,330Ci,Coupe,automatic,wbabn53452ju39985,nj,19,158547,blue,gray,new city funding,3250,2200,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2002,BMW,5 Series,525i,Sedan,automatic,wbadt43482gz98534,md,41,143898,blue,gray,darcars kia,3125,3700,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2002,BMW,3 Series,325i,Sedan,automatic,wbaet37462nj20041,fl,2,154648,silver,black,autonation ford sanford,2650,2400,Wed Feb 04 2015 00:30:00 GMT-0800 (PST)
2002,BMW,3 Series,325xi,Sedan,automatic,wbaeu334x2pf64260,pa,36,129681,blue,gray,security auto loans inc,3075,2200,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2002,BMW,5 Series,530i,Sedan,,wbadt63482ck28076,nc,19,165907,silver,gray,dt credit corporation,2625,2100,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2002,BMW,3 Series,325i,Sedan,automatic,wbaet37432nh01368,nv,2,129093,black,—,automotive remarketing inc,3300,2500,Thu Feb 19 2015 03:00:00 GMT-0800 (PST)
2002,BMW,X5,4.4i,SUV,automatic,5uxfb33582lh35213,az,19,125296,gray,gray,jpmorgan chase bank n.a.,3750,3300,Thu Feb 12 2015 03:00:00 GMT-0800 (PST)
2002,BMW,3 Series,325i,Sedan,automatic,wbaet374x2ng76775,ma,21,104432,gray,gray,clay nissan of newton inc.,3775,2350,Tue Feb 24 2015 02:00:00 GMT-0800 (PST)
2002,BMW,7 Series,745i,Sedan,automatic,wbagl63472dp52326,md,33,106997,gray,gray,coastal credit llc,4000,4000,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2002,Lexus,LS 430,Base,Sedan,automatic,jthbn30f820085025,ga,19,114202,black,black,nalley lexus roswell,7500,4900,Tue Feb 10 2015 05:00:00 GMT-0800 (PST)
2002,Lexus,ES 300,Base,Sedan,automatic,jthbf30g220060935,md,33,92049,gold,beige,lexus of rockville,5625,6800,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2002,Lexus,RX 300,Base,SUV,automatic,jtjhf10u420237116,ga,19,143906,black,beige,wells fargo dealer services,5300,5500,Thu Feb 05 2015 02:00:00 GMT-0800 (PST)
2002,Land Rover,Range Rover,4.6 HSE,SUV,automatic,salpm16492a465823,or,19,145923,white,tan,jpmorgan chase bank n.a.,1925,700,Tue Feb 03 2015 03:31:00 GMT-0800 (PST)
2002,Land Rover,Freelander,SE,SUV,automatic,salny22222a363883,ca,22,71516,gray,beige,credit acceptance corp/vrs/southfield,2025,1500,Wed Feb 04 2015 04:30:00 GMT-0800 (PST)
2002,Lexus,SC 430,Base,Convertible,automatic,jthfn48y720007025,pa,3,70488,blue,black,tdaf remarketing,13950,11800,Fri Feb 06 2015 01:00:00 GMT-0800 (PST)
2002,Lexus,RX 300,Base,SUV,,jtjhf10u620251969,md,28,182475,silver,black,lexus of silver spring,4350,4400,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2002,Lexus,SC 430,Base,Convertible,automatic,jthfn48y720024391,sc,1,123116,gold,tan,hendrick lexus charleston,9800,8200,Tue Feb 10 2015 02:00:00 GMT-0800 (PST)
2002,Lexus,RX 300,Base,SUV,automatic,jtjgf10u620140253,nc,28,218763,white,tan,atlantic coast remarketing inc/bai,4175,6100,Mon Feb 02 2015 01:30:00 GMT-0800 (PST)
2002,Lexus,ES 300,Base,Sedan,automatic,jthbf30g820008337,nv,2,176016,silver,—,automotive remarketing inc,3800,3400,Thu Feb 19 2015 03:00:00 GMT-0800 (PST)
2002,Lexus,RX 300,Base,SUV,automatic,jtjgf10u820141694,ga,34,125649,white,tan,honor finance,5625,5800,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2002,Lexus,RX 300,Base,SUV,automatic,jtjhf10u020237033,ga,21,165955,white,tan,hennessy mazda buick gmc,4675,5100,Tue Feb 03 2015 04:30:00 GMT-0800 (PST)
2002,Lexus,ES 300,Base,Sedan,automatic,jthbf30g225033169,nv,2,132133,white,—,automotive remarketing inc,4850,3500,Thu Feb 19 2015 03:00:00 GMT-0800 (PST)
2002,Lexus,IS 300,SportCross,Wagon,automatic,jthed192420043214,ga,2,216711,red,black,toyota of greenville,2700,3600,Tue Feb 03 2015 05:00:00 GMT-0800 (PST)
2002,Lexus,RX 300,Base,SUV,,jtjhf10u620263555,md,37,178318,blue,gray,amber auto,4450,5200,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k42u580273,ca,25,238905,green,beige,hertz remarketing,2275,2000,Thu Feb 05 2015 04:00:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,automatic,4t1bf30k92u028123,nc,19,308964,white,beige,crossroads chrysler jeep dodge,1600,2600,Mon Feb 02 2015 01:00:00 GMT-0800 (PST)
2002,Toyota,Camry,SE,Sedan,manual,jtdbe32k020016549,md,23,175400,green,black,darcars toyota of frederick,2800,1800,Tue Feb 10 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k72u055577,md,2,121713,red,beige,darcars toyota,3500,3100,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Camry,LE,Sedan,automatic,4t1be32k22u003354,md,3,76048,gold,tan,jim coleman toyota inc,3975,3200,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,,4t1bf30k42u016283,md,31,147984,black,gray,sheehy infiniti of annapolis,2875,3000,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Avalon,XLS,Sedan,automatic,4t1bf28b22u207442,va,2,176606,white,gray,fredericksburg remarketing,3375,1200,Thu Feb 12 2015 03:50:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,automatic,4t1bf30k52u535858,ca,29,114743,silver,gray,santander consumer,3625,3900,Thu Feb 05 2015 04:00:00 GMT-0800 (PST)
2002,Toyota,Corolla,S,Sedan,manual,2t1br12e52c528106,ma,19,241170,black,black,prestige auto mart inc,1100,700,Tue Feb 03 2015 02:00:00 GMT-0800 (PST)
2002,Toyota,Camry,SE V6,Sedan,automatic,4t1bf32k22u512633,nj,21,167827,green,tan,nedals inc,2450,3100,Wed Feb 18 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Camry,XLE,Sedan,,4t1be32k02u046896,pa,3,229773,beige,beige,purple heart,2750,4200,Tue Feb 03 2015 05:01:00 GMT-0800 (PST)
2002,Toyota,Prius,Base,Sedan,automatic,jt2bk12u320058155,tx,2,194913,silver,gray,charitable adult rides services/car donating is,1475,1600,Tue Feb 03 2015 02:30:00 GMT-0800 (PST)
2002,Toyota,Sienna,LE,Minivan,,4t3zf13c02u472571,nj,29,145620,gold,beige,ht automotive llc,2750,3500,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Sienna,LE,Minivan,automatic,4t3zf13c42u445180,md,27,145371,silver,gray,honda of tysons corner,2750,2200,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2002,Toyota,Highlander,Base,SUV,automatic,jtegf21a820054404,ca,36,176450,red,beige,aaero sweet company,5350,4700,Wed Feb 04 2015 03:30:00 GMT-0800 (PST)
2001,BMW,3 Series,330xi,Sedan,automatic,wbaav53441fj66163,nj,26,168246,silver,gray,jpmorgan chase bank n.a.,2175,1700,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2001,BMW,5 Series,525i,Sedan,,wbadt43461gx22352,nj,29,148413,blue,gray,bmw of atlantic city,2025,1450,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2001,BMW,7 Series,740iL,Sedan,automatic,wbagh83451dp34290,nj,25,102789,black,black,mercedes benz of freehold,3675,3400,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2001,BMW,7 Series,740iL,Sedan,automatic,wbagh83421dp32710,fl,31,100900,blue,gray,coggin bmw treasure coast,3350,4700,Tue Feb 03 2015 10:00:00 GMT-0800 (PST)
2001,BMW,5 Series,530i,Sedan,automatic,wbadt63411cf08911,tx,17,135509,blue,black,cm investments,2675,1400,Wed Feb 18 2015 02:00:00 GMT-0800 (PST)
2001,BMW,7 Series,740iL,Sedan,automatic,wbagh83471dp17586,ga,34,79749,blue,gray,mercedes benz of buckhead,3700,5900,Tue Feb 03 2015 05:00:00 GMT-0800 (PST)
2001,BMW,7 Series,740i,Sedan,automatic,wbagg83421dn82259,va,21,98652,black,beige,dt inventory,3375,500,Thu Feb 05 2015 03:50:00 GMT-0800 (PST)
2001,BMW,5 Series,530i,Sedan,automatic,wbadt63491cf05545,nj,28,195951,blue,gray,bmw of atlantic city,1350,950,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2001,BMW,X5,3.0i,SUV,automatic,wbafa53551lm72672,md,2,170237,silver,beige,darcars imports inc,3325,3500,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2001,BMW,Z3,3.0i,Convertible,automatic,wbacn53431ll48768,ca,39,21318,silver,black,hi tech auto sales,8550,11500,Wed Feb 04 2015 04:00:00 GMT-0800 (PST)
2001,BMW,7 Series,740iL,Sedan,automatic,wbagh834x1dp31840,fl,21,,gray,gray,automatch usa,3025,2000,Wed Feb 04 2015 08:45:00 GMT-0800 (PST)
2001,Lexus,ES 300,Base,Sedan,automatic,jt8bf28gx15109377,ga,28,154785,black,beige,nalley lexus roswell,2775,4700,Tue Feb 03 2015 05:00:00 GMT-0800 (PST)
2001,Lexus,LS 430,Base,Sedan,automatic,jthbn30fx10030638,il,27,174883,blue,beige,tdaf remarketing,5750,5600,Tue Mar 03 2015 02:00:00 GMT-0800 (PST)
2001,Lexus,LS 430,Base,Sedan,automatic,jthbn30f810004622,nj,19,112439,beige,beige,pfs financial services/tampa,6375,4000,Wed Feb 11 2015 01:30:00 GMT-0800 (PST)
2001,Lexus,GS 430,Base,Sedan,automatic,jt8bl69s610002844,md,2,241051,silver,—,purple heart services inc,2625,2300,Tue Feb 03 2015 04:00:00 GMT-0800 (PST)
2001,Lexus,GS 300,Base,Sedan,automatic,jt8bd69s110134181,ca,34,143986,gold,beige,automotive remarketing inc,3625,3600,Wed Feb 25 2015 04:05:00 GMT-0800 (PST)
2001,Toyota,Camry,XLE V6,Sedan,,jt2bf28kx10305959,oh,28,173966,gray,tan,wells fargo dealer services,1975,2800,Tue Feb 03 2015 04:00:00 GMT-0800 (PST)
2001,Toyota,Highlander,Base,SUV,automatic,jtegd21a110015271,ma,23,168519,beige,tan,premier toyota of newport,5875,3800,Tue Feb 03 2015 01:30:00 GMT-0800 (PST)
2001,Toyota,Corolla,LE,Sedan,automatic,1nxbr12e41z457168,tx,2,184712,red,gray,titlemax/balcone heights tx1,1375,800,Wed Feb 04 2015 02:00:00 GMT-0800 (PST)
2001,Toyota,Celica,GT,Hatchback,automatic,jtddr32t810104995,fl,19,129265,black,blue,coggin deland honda,2225,2400,Tue Feb 03 2015 10:00:00 GMT-0800 (PST)
2001,Toyota,Camry Solara,SE,Coupe,automatic,2t1cf22p31c457765,fl,27,213588,white,black,mercedes-benz of ft pierce,1175,1400,Tue Feb 03 2015 10:00:00 GMT-0800 (PST)
2001,Toyota,Sequoia,SR5,SUV,automatic,5tdzt34a81s024838,tx,48,166507,gray,beige,texas direct auto,3525,4200,Wed Feb 11 2015 02:20:00 GMT-0800 (PST)
2001,Toyota,4Runner,SR5,SUV,,jt3hn86r610349422,pa,2,305241,silver,gray,purple heart,2375,800,Tue Feb 03 2015 05:01:00 GMT-0800 (PST)
2001,Toyota,Corolla,CE,Sedan,automatic,2t1br12e81c418438,md,2,190865,white,gray,purple heart services inc,1300,400,Tue Feb 03 2015 04:00:00 GMT-0800 (PST)
2001,Toyota,Camry Solara,SE,Coupe,,2t1cg22p11c435616,nj,2,149535,black,black,freehold dodge inc,1700,1000,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
2001,Toyota,ECHO,Base,Coupe,,jtdat123410114612,va,19,197271,blue,gray,dt inventory,1225,900,Thu Feb 05 2015 01:05:00 GMT-0800 (PST)
2001,Toyota,Camry,LE,Sedan,automatic,jt2bf22k310335104,nc,29,151528,silver,gray,triangle auto sales inc,2250,2400,Mon Feb 02 2015 01:30:00 GMT-0800 (PST)
2001,Toyota,Celica,GT,Hatchback,manual,jtddr32t710096744,fl,19,130960,silver,gray,coggin honda of st. augustine,2200,3100,Tue Feb 03 2015 10:00:00 GMT-0800 (PST)
2001,Toyota,ECHO,Base,Coupe,automatic,jtdat123910144544,fl,22,142169,silver,gray,autonation toyota winter park,1500,2000,Tue Feb 03 2015 10:00:00 GMT-0800 (PST)
2000,BMW,3 Series,323i,Sedan,automatic,wbaam3345yca89325,wi,19,139179,blue,black,patrick european llc,1900,2000,Wed Feb 11 2015 02:00:00 GMT-0800 (PST)
2000,BMW,X5,4.4i,SUV,,wbafb3348ylh00394,nj,34,116030,beige,beige,peddle llc,3300,2600,Wed Feb 04 2015 01:30:00 GMT-0800 (PST)
